,text,target,loss_by_words,loss_by_sentences,max_word_loss
8093,"1 điều lunnn cần thiết cho 1 mqh chính thức: ""Lời tỏ tình TT"" và hoa (cho lãng mạn th chứ bảo là bắt buộc thì cx hơi qa","1 điều luôn cần thiết cho 1 mối quan hệ chính thức: ""Lời tỏ tình TRỰC TIẾP"" và hoa (cho lãng mạn thôi chứ bảo là bắt buộc thì cũng hơi quá","<s>: 0.0141, ▁1: 0.1273, ▁điều: 0.0141, ▁luôn: 0.0293, ▁cần: 0.016, ▁thiết: 0.0656, ▁cho: 0.0323, ▁1: 0.0878, ▁mối: 0.0049, ▁quan: 0.0447, ▁hệ: 0.0236, ▁chính: 0.0284, ▁thức: 0.0304, :: 0.1003, ▁"": 0.0363, L: 0.1463, ời: 0.0019, ▁tỏ: 0.0008, ▁tình: 0.0155, ▁TR: 7.2645, Ự: 4.533, C: 0.0356, ▁TI: 4.4703, Ế: 0.0063, P: 0.3289, "": 0.0316, ▁và: 0.0577, ▁hoa: 0.0123, ▁(: 0.0533, cho: 0.6759, ▁lãng: 0.0007, ▁mạn: 0.0036, ▁thôi: 0.0159, ▁chứ: 0.0108, ▁bảo: 0.0157, ▁là: 0.0688, ▁bắt: 0.0052, ▁buộc: 0.0105, ▁thì: 0.0811, ▁cũng: 0.0909, ▁hơi: 0.0022, ▁quá: 0.0448, </s>: 0.0956",0.4357,7.2645
7707,Cs thể hiện tại luonn=)))T confirm đợt T sang Hàn gặp bả ik quanh lol park nhé(chồng T cx mấy lần thấy bả ở Gangnam,Có thể hiện tại luôn=)))Tôi confirm đợt tôi sang Hàn gặp bả đi quanh LOL Park nhé(chồng tôi cũng mấy lần thấy bả ở Gangnam,"<s>: 0.0151, ▁Có: 0.0788, ▁thể: 0.0036, ▁hiện: 0.0285, ▁tại: 0.0679, ▁luôn: 0.0027, =: 0.0068, ))): 0.0232, Tôi: 0.5924, ▁confirm: 0.0005, ▁đợt: 0.0012, ▁tôi: 0.9589, ▁sang: 0.0351, ▁Hàn: 0.0278, ▁gặp: 0.0242, ▁b: 0.0871, ả: 0.0325, ▁đi: 0.0805, ▁quanh: 0.0133, ▁LOL: 8.8619, ▁Park: 3.4811, ▁nhé: 0.0172, (: 0.0151, ch: 0.018, ồng: 0.0021, ▁tôi: 0.8124, ▁cũng: 0.0696, ▁mấy: 0.0118, ▁lần: 0.0148, ▁thấy: 0.0082, ▁b: 0.0221, ả: 0.0358, ▁ở: 0.0253, ▁Gang: 0.0001, nam: 0.0026, </s>: 0.1632",0.4345,8.8619
1382,"Còn cnay bả lưu vào thời điểm ổng đag nổi as, màk đã cs NYM nx :))","Còn cái này bả lưu vào thời điểm ổng đang nổi á, mà đã có người yêu mới nữa :))","<s>: 0.0138, ▁Còn: 0.0116, ▁cái: 0.0726, ▁này: 0.0796, ▁b: 0.4231, ả: 0.0218, ▁lưu: 0.0012, ▁vào: 0.0279, ▁thời: 0.0316, ▁điểm: 0.0963, ▁ổn: 0.1238, g: 0.0736, ▁đang: 0.037, ▁nổi: 0.0009, ▁á: 0.0106, ,: 0.1228, ▁mà: 0.0786, ▁đã: 0.0805, ▁có: 0.0905, ▁người: 8.6888, ▁yêu: 0.0644, ▁mới: 0.1915, ▁nữa: 0.356, <unk>: 0.0897, </s>: 0.0549",0.4337,8.6888
5169,Này content chứ ch xác thực sinh trắc hok và từng mua/trả đủ ít nhất 4 đợt thì lsao sọppe cho m mức 17.5m này đc 😑,Này content chứ chưa xác thực sinh trắc học và từng mua/trả đủ ít nhất 4 đợt thì làm sao Shopee cho mày mức 17.5 triệu này được 😑,"<s>: 0.0136, ▁: 0.1322, Này: 0.0026, ▁content: 0.0003, ▁chứ: 0.0515, ▁chưa: 0.0607, ▁xác: 0.0137, ▁thực: 0.0128, ▁sinh: 0.0085, ▁tr: 0.2841, ắ: 0.0049, c: 0.0178, ▁học: 0.0174, ▁và: 0.1238, ▁từng: 0.0067, ▁mua: 0.018, /: 0.0327, tr: 0.0421, ả: 0.0043, ▁đủ: 0.0463, ▁ít: 0.0042, ▁nhất: 0.0282, ▁4: 0.0131, ▁đợt: 0.0031, ▁thì: 0.0657, ▁làm: 0.1813, ▁sao: 0.0038, ▁Shop: 8.8353, ee: 4.363, ▁cho: 0.035, ▁mày: 0.4484, ▁mức: 0.0061, ▁17.: 0.0034, 5: 0.0022, ▁triệu: 2.0705, ▁này: 0.1457, ▁được: 0.0534, ▁: 0.0769, <unk>: 0.0612, </s>: 0.046",0.4335,8.8353
3060,gđ ank ce thw nhau Còn các ah ce bn muốn hỏi về tư vấn tc thì cứ inb mik sẵn sàng share kn nhé 🙏,gia đình anh chị em thương nhau Còn các anh chị em bạn muốn hỏi về tư vấn tài chính thì cứ inbox mình sẵn sàng share kinh nghiệm nhé 🙏,"<s>: 0.0141, ▁gia: 0.296, ▁đình: 0.041, ▁anh: 0.0537, ▁chị: 0.0481, ▁em: 9.0358, ▁thương: 0.3219, ▁nhau: 0.0172, ▁Còn: 0.0102, ▁các: 0.04, ▁anh: 0.0128, ▁chị: 0.0264, ▁em: 1.8546, ▁bạn: 0.0208, ▁muốn: 0.025, ▁hỏi: 0.0322, ▁về: 0.0292, ▁tư: 0.0149, ▁vấn: 0.0046, ▁tài: 2.4854, ▁chính: 0.1097, ▁thì: 0.0788, ▁cứ: 0.0091, ▁in: 0.1741, box: 0.1333, ▁mình: 0.0105, ▁sẵn: 0.0031, ▁sàng: 0.0129, ▁share: 0.0013, ▁kinh: 0.0063, ▁nghiệm: 0.0521, ▁nhé: 0.0153, ▁: 0.0662, <unk>: 0.0424, </s>: 0.0389",0.4325,9.0358
4505,Tui cs cái tui lazada p may lại quai kb bao lần nhg ik đâu cg quăng tất cả đồ vào về lại quăng quật khỏi ph nghĩ.,Tui có cái tui Lazada phải may lại quai không biết bao lần nhưng đi đâu cũng quăng tất cả đồ vào về lại quăng quật khỏi phải nghĩ.,"<s>: 0.0145, ▁Tu: 0.1415, i: 0.0562, ▁có: 0.0395, ▁cái: 0.0216, ▁tui: 0.1201, ▁Lazada: 9.5691, ▁phải: 0.5548, ▁may: 0.0059, ▁lại: 0.0645, ▁qua: 0.2433, i: 0.1446, ▁không: 0.0931, ▁biết: 4.0021, ▁bao: 0.0081, ▁lần: 0.0632, ▁nhưng: 0.1734, ▁đi: 0.0214, ▁đâu: 0.0028, ▁cũng: 0.0525, ▁qu: 0.0031, ăng: 0.0059, ▁tất: 0.0388, ▁cả: 0.0404, ▁đồ: 0.0092, ▁vào: 0.0788, ▁về: 0.1073, ▁lại: 0.0544, ▁qu: 0.003, ăng: 0.0288, ▁qu: 0.0086, ật: 0.0056, ▁khỏi: 0.001, ▁phải: 0.0109, ▁nghĩ: 0.0064, .: 0.114, </s>: 0.0773",0.432,9.5691
5195,"N chỉ doạ lm ziệc vs bên phường hay dán hình các thứ , nhưg tht ra n ko lm đâu :)))","Nó chỉ dọa làm việc với bên phường hay dán hình các thứ , nhưng thật ra nó không làm đâu :)))","<s>: 0.0149, ▁Nó: 0.0297, ▁chỉ: 0.0612, <unk>: 9.124, ▁làm: 0.1903, ▁việc: 0.0221, ▁với: 0.06, ▁bên: 0.1574, ▁phường: 0.0438, ▁hay: 0.0439, ▁dán: 0.0008, ▁hình: 0.0512, ▁các: 0.1076, ▁thứ: 0.0362, ▁: 0.1388, ,: 0.0816, ▁nhưng: 0.1985, ▁thật: 0.031, ▁ra: 0.0651, ▁nó: 0.037, ▁không: 0.0972, ▁làm: 0.061, ▁đâu: 0.0223, <unk>: 0.0473, </s>: 0.0536",0.4311,9.124
3728,Cs Mất Kết Nối của Dương Domic Từng Quen của Wren Evans Ko Đau Nx Rùi EXSH,Có Mất Kết Nối của Dương Domic Từng Quen của Wren Evans Không Đau Nữa Rồi EXSH,"<s>: 0.0154, ▁Có: 0.1499, ▁M: 0.0202, ấ: 0.02, t: 0.0241, ▁Kết: 0.0079, ▁N: 0.046, ối: 0.0052, ▁của: 0.0959, ▁Dương: 0.0062, ▁Dom: 0.0007, ic: 0.0145, ▁Từ: 0.0033, ng: 0.0174, ▁Que: 0.0005, n: 0.0201, ▁của: 0.1124, ▁W: 0.0085, ren: 0.0039, ▁Evans: 0.0, ▁Không: 0.1849, ▁Đa: 0.0002, u: 0.0126, ▁Nữ: 9.021, a: 0.8797, ▁Rồi: 1.7329, ▁EX: 0.0001, SH: 0.0205, </s>: 0.0696",0.4308,9.021
245,"Uno đg cần tuyển hoạ sĩ webtoon nh khâu, lm remote 100%, lương ngol nghẻ nọi ng ơiiii","Uno đang cần tuyển hoạ sĩ webtoon nhiều khâu, làm remote 100%, lương ngon nghẻ mọi người ơi","<s>: 0.014, ▁Uno: 0.0017, ▁đang: 0.0433, ▁cần: 0.0383, ▁tuyển: 0.0103, ▁ho: 0.2957, ạ: 0.0407, ▁sĩ: 0.0237, ▁web: 0.0015, toon: 0.0005, ▁nhiều: 0.063, ▁khâu: 0.0166, ,: 0.0633, ▁làm: 0.0574, ▁remote: 0.0002, ▁100%: 0.0032, ,: 0.1202, ▁lương: 0.0021, ▁ngon: 0.0301, ▁ng: 0.3508, h: 0.019, ẻ: 0.0034, ▁mọi: 9.2988, ▁người: 0.0628, ▁ơi: 0.0076, </s>: 0.6308",0.4307,9.2988
2451,"""mình thấy cban nữ"", ""sau này bme mất thì b sẽ lsao khi về zà"":)?","""mình thấy các bạn nữ"", ""sau này bố, mẹ mất thì bạn sẽ làm sao khi về già"":)?","<s>: 0.0155, ▁"": 0.0696, m: 0.0178, ình: 0.0117, ▁thấy: 0.0226, ▁các: 0.0637, ▁bạn: 0.0665, ▁nữ: 0.0164, "",: 0.0456, ▁"": 0.0461, sau: 0.3892, ▁này: 0.0242, ▁bố: 0.0928, ,: 10.194, ▁mẹ: 0.0695, ▁mất: 0.0086, ▁thì: 0.088, ▁bạn: 0.1201, ▁sẽ: 0.0355, ▁làm: 0.3806, ▁sao: 0.3314, ▁khi: 0.0623, ▁về: 0.0258, ▁già: 0.0348, "": 0.0229, :: 0.0401, ): 0.044, ?: 0.0536, </s>: 0.0679",0.4297,10.194
8404,"đừng thấy idol trung của mìnk k share hay phát ngôn zì về đlb màk tung hô họ liêm nhé, chẳng qua họ k ns thui =))))))))))","đừng thấy idol Trung của mình không share hay phát ngôn gì về đường lưỡi bò mà tung hô họ liêm nhé, chẳng qua họ không nói thôi =))))))))))","<s>: 0.0146, ▁đừng: 0.0098, ▁thấy: 0.0425, ▁idol: 0.0029, ▁Trung: 7.1307, ▁của: 0.2163, ▁mình: 0.0334, ▁không: 0.1201, ▁share: 0.004, ▁hay: 0.1175, ▁phát: 0.0266, ▁ngôn: 0.0073, ▁gì: 0.117, ▁về: 0.0356, ▁đường: 3.833, ▁lưỡi: 2.3977, ▁bò: 0.3161, ▁mà: 0.0624, ▁tung: 0.0001, ▁hô: 0.0007, ▁họ: 0.0274, ▁li: 0.0166, êm: 0.0013, ▁nhé: 0.0126, ,: 0.0849, ▁chẳng: 0.0006, ▁qua: 0.019, ▁họ: 0.0372, ▁không: 0.1181, ▁nói: 0.0681, ▁thôi: 0.0364, ▁=: 0.0061, <unk>: 0.0313, <unk>: 0.0485, </s>: 0.0341",0.4294,7.1307
6888,văn hoá thờ mẫu thờ thần linh thiên nhiên sau này du nhập Nho giáo từ đầu Côg Nguyên thì ms bị mất ik.,văn hóa thờ mẫu thờ thần linh thiên nhiên sau này du nhập Nho giáo từ đầu Công nguyên thì mới bị mất đi.,"<s>: 0.0127, ▁văn: 0.0105, ▁hóa: 3.67, ▁thờ: 0.0213, ▁mẫu: 0.0056, ▁thờ: 0.0161, ▁thần: 0.0328, ▁linh: 0.003, ▁thiên: 0.003, ▁nhiên: 0.0181, ▁sau: 0.0394, ▁này: 0.0219, ▁du: 0.0075, ▁nhập: 0.0115, ▁N: 0.0644, ho: 0.0138, ▁giáo: 0.0156, ▁từ: 0.0445, ▁đầu: 0.0217, ▁Công: 0.0523, ▁nguyên: 7.5443, ▁thì: 0.0555, ▁mới: 0.0103, ▁bị: 0.1253, ▁mất: 0.0115, ▁đi: 0.0282, .: 0.0955, </s>: 0.0513",0.4288,7.5443
2261,kiểu txuc dzừa ph thì ít va chạm nhx lúc ở cạnh thì chỉ cố gắng dành điều tốt cho nhau th 🤓,kiểu tiếp xúc vừa phải thì ít va chạm những lúc ở cạnh thì chỉ cố gắng dành điều tốt cho nhau thôi 🤓,"<s>: 0.0131, ▁kiểu: 0.0095, ▁tiếp: 8.1383, ▁xúc: 2.0328, ▁vừa: 0.1958, ▁phải: 0.0458, ▁thì: 0.0413, ▁ít: 0.0123, ▁va: 0.0078, ▁chạm: 0.0042, ▁những: 0.4552, ▁lúc: 0.0105, ▁ở: 0.0481, ▁cạnh: 0.0285, ▁thì: 0.1041, ▁chỉ: 0.0983, ▁cố: 0.0158, ▁gắng: 0.0035, ▁dành: 0.0048, ▁điều: 0.0313, ▁tốt: 0.0059, ▁cho: 0.0659, ▁nhau: 0.0229, ▁thôi: 0.006, ▁: 0.037, <unk>: 0.0551, </s>: 0.0588",0.4279,8.1383
7365,hồng trần là cõi tạm :) Tr ơiii t tiếc tiền mak t tứccc as.Các bác cs in4 chỗ nào xem tử vi hay mak kiểu phân tích rõ ràng cho tui xin zới 🥹,hồng trần là cõi tạm :) Trời ơi tôi tiếc tiền mà tôi tức á.Các bác có info chỗ nào xem tử vi hay mà kiểu phân tích rõ ràng cho tui xin với 🥹,"<s>: 0.0136, ▁hồng: 0.0014, ▁trần: 0.0016, ▁là: 0.0766, ▁c: 0.1318, õi: 0.0004, ▁tạm: 0.0026, <unk>: 1.5192, ▁Trời: 0.1071, ▁ơi: 0.0154, ▁tôi: 0.6124, ▁tiếc: 0.0009, ▁tiền: 0.0159, ▁mà: 0.0558, ▁tôi: 0.0719, ▁tức: 0.0016, ▁á: 6.3604, .: 0.0625, C: 0.0675, ác: 0.024, ▁bác: 0.01, ▁có: 0.0666, ▁info: 7.1903, ▁chỗ: 0.0268, ▁nào: 0.0158, ▁xem: 0.0142, ▁tử: 0.0044, ▁vi: 0.0083, ▁hay: 0.0191, ▁mà: 0.0366, ▁kiểu: 0.0047, ▁phân: 0.0041, ▁tích: 0.0109, ▁rõ: 0.0031, ▁ràng: 0.0068, ▁cho: 0.054, ▁tui: 0.9875, ▁xin: 0.0096, ▁với: 0.1126, ▁: 0.0882, <unk>: 0.0697, </s>: 0.0523",0.4271,7.1903
3132,"S các ôg giữ dc phả hệ từ đời nào z nhỉ, họ tôi bị Mẽo đốt phả r, h chỉ đến đời cụ kị tôi th","Sao các ông giữ được phả hệ từ đời nào vậy nhỉ, họ tôi bị Mỹ đốt phả rồi, giờ chỉ đến đời cụ kỵ tôi thôi","<s>: 0.0167, ▁Sao: 0.0069, ▁các: 0.0803, ▁ông: 0.0252, ▁giữ: 0.0094, ▁được: 0.0581, ▁ph: 0.0427, ả: 0.0255, ▁hệ: 0.0077, ▁từ: 0.057, ▁đời: 0.0216, ▁nào: 0.0521, ▁vậy: 0.4485, ▁nhỉ: 0.0064, ,: 0.1354, ▁họ: 0.0287, ▁tôi: 0.0512, ▁bị: 0.0711, ▁Mỹ: 8.6161, ▁đốt: 0.0024, ▁ph: 0.0887, ả: 0.0182, ▁rồi: 0.0175, ,: 0.0863, ▁giờ: 0.0172, ▁chỉ: 0.0866, ▁đến: 0.022, ▁đời: 0.0225, ▁cụ: 0.0038, ▁k: 0.1651, ỵ: 4.0685, ▁tôi: 0.0372, ▁thôi: 0.0072, </s>: 0.0663",0.4256,8.6161
2099,Csong muôn màu màk nhìn vào đoạn màu hồng màk sống chứ b xui mấy em ý xem cái khúc màu xám lgi 😂,Cuộc sống muôn màu mà nhìn vào đoạn màu hồng mà sống chứ bạn xui mấy em ấy xem cái khúc màu xám làm gì 😂,"<s>: 0.0148, ▁Cuộc: 0.0154, ▁sống: 0.0085, ▁mu: 0.0293, ôn: 0.0031, ▁màu: 0.0045, ▁mà: 0.0559, ▁nhìn: 0.0117, ▁vào: 0.0485, ▁đoạn: 0.0033, ▁màu: 0.0065, ▁hồng: 0.0008, ▁mà: 0.0751, ▁sống: 0.0112, ▁chứ: 0.0102, ▁bạn: 0.0647, ▁xu: 0.0015, i: 0.0532, ▁mấy: 0.0055, ▁em: 0.0124, ▁ấy: 12.7363, ▁xem: 0.012, ▁cái: 0.0383, ▁khúc: 0.0008, ▁màu: 0.0015, ▁x: 0.0263, ám: 0.001, ▁làm: 0.1222, ▁gì: 0.0393, ▁: 0.0606, <unk>: 0.052, </s>: 0.0407",0.424,12.7363
5514,Nhưg bank lại chốt ngày 14 và tbao nợ ngày 17 mak ko tb đến kh ngày chốt thì theo b ai kỳ 😩,Nhưng bank lại chốt ngày 14 và thông báo nợ ngày 17 mà không thông báo đến khách hàng ngày chốt thì theo bạn ai kỳ 😩,"<s>: 0.0161, ▁Nhưng: 0.0308, ▁bank: 0.014, ▁lại: 0.06, ▁ch: 0.0078, ốt: 0.0032, ▁ngày: 0.0205, ▁14: 0.0027, ▁và: 0.0384, ▁thông: 0.4897, ▁báo: 0.0253, ▁nợ: 0.0114, ▁ngày: 0.0217, ▁17: 0.0055, ▁mà: 0.0446, ▁không: 0.0627, ▁thông: 0.1039, ▁báo: 0.1053, ▁đến: 0.0265, ▁khách: 11.2484, ▁hàng: 0.3614, ▁ngày: 0.3912, ▁ch: 0.0388, ốt: 0.0036, ▁thì: 0.0732, ▁theo: 0.0237, ▁bạn: 0.042, ▁ai: 0.0987, ▁kỳ: 0.0049, ▁: 0.076, <unk>: 0.0497, </s>: 0.054",0.4236,11.2484
1445,"Qá mệt lun as, ct từ đầu năm 2022 r tới h vẫn vào xem tik t đăng zề bằng đủ thứ acc 🙏🏻","Quá mệt luôn á, chia tay từ đầu năm 2022 rồi tới giờ vẫn vào xem tiktok tôi đăng gì bằng đủ thứ tài khoản 🙏🏻","<s>: 0.0171, ▁Quá: 0.1257, ▁mệt: 0.0027, ▁luôn: 0.1858, ▁á: 0.0084, ,: 0.0982, ▁chia: 0.1065, ▁tay: 0.0064, ▁từ: 0.0836, ▁đầu: 0.0162, ▁năm: 0.0286, ▁2022: 0.0067, ▁rồi: 0.0456, ▁tới: 0.0259, ▁giờ: 0.0239, ▁vẫn: 0.0325, ▁vào: 0.0418, ▁xem: 0.0092, ▁tik: 0.0039, tok: 0.0158, ▁tôi: 0.1445, ▁đăng: 0.0027, ▁gì: 0.0299, ▁bằng: 0.0235, ▁đủ: 0.018, ▁thứ: 0.0066, ▁tài: 12.1047, ▁khoản: 0.0794, ▁: 0.1182, <unk>: 0.0574, <unk>: 0.0398, </s>: 0.03",0.4231,12.1047
1764,Bên t cx lm gói qcao vs VTV :)) bên t thì doanh nghiệp to nhưg cx ký các cái gói tvc nhỏ kèm nhưg về cơ bản là đắt lắm nka :)),Bên tôi cũng làm gói quảng cáo với VTV :)) bên tôi thì doanh nghiệp to nhưng cũng ký các cái gói TVC nhỏ kèm nhưng về cơ bản là đắt lắm nha :)),"<s>: 0.0129, ▁Bên: 0.0303, ▁tôi: 0.0967, ▁cũng: 0.0698, ▁làm: 0.1026, ▁gói: 0.0008, ▁quảng: 0.4553, ▁cáo: 0.009, ▁với: 0.1169, ▁V: 0.0481, TV: 0.0075, <unk>: 1.1461, ▁bên: 0.0147, ▁tôi: 0.0955, ▁thì: 0.0565, ▁doanh: 0.0127, ▁nghiệp: 0.0525, ▁to: 0.0705, ▁nhưng: 0.2157, ▁cũng: 0.1126, ▁ký: 0.0852, ▁các: 0.179, ▁cái: 0.4023, ▁gói: 0.0003, ▁TV: 7.7377, C: 4.5613, ▁nhỏ: 0.0197, ▁kèm: 0.0139, ▁nhưng: 0.1198, ▁về: 0.0284, ▁cơ: 0.0203, ▁bản: 0.0599, ▁là: 0.0257, ▁đắt: 0.0043, ▁lắm: 0.005, ▁nha: 0.0067, <unk>: 0.0239, </s>: 0.0307",0.4224,7.7377
1680,"Nếu màk g muốn hc nn thì p tht chăm, nhma ko cs gốc sợ nhanh nản tại vì sat cg khoai đấy","Nếu mà giờ muốn học ngoại ngữ thì phải thật chăm, nhưng mà không có gốc sợ nhanh nản tại vì sat cũng khoai đấy","<s>: 0.0135, ▁Nếu: 0.0168, ▁mà: 0.0367, ▁giờ: 0.2018, ▁muốn: 0.0244, ▁học: 0.1216, ▁ngoại: 10.1209, ▁ngữ: 1.4831, ▁thì: 0.0741, ▁phải: 0.0367, ▁thật: 0.1215, ▁chăm: 0.0055, ,: 0.1073, ▁nhưng: 0.1043, ▁mà: 0.0195, ▁không: 0.1031, ▁có: 0.0636, ▁gốc: 0.0024, ▁sợ: 0.0114, ▁nhanh: 0.0065, ▁n: 0.0254, ả: 0.0094, n: 0.0771, ▁tại: 0.0861, ▁vì: 0.0307, ▁sat: 0.0077, ▁cũng: 0.0687, ▁khoa: 0.0044, i: 0.0247, ▁đấy: 0.0091, </s>: 0.0684",0.4221,10.1209
3685,tht sự tụi Thái n đk ik event free riết sơ hở là đòi quyền lợi:)))) né fan Inter như né tà mặc dù kh ai lgi mấy má,thật sự tụi Thái nó được đi event free riết sơ hở là đòi quyền lợi:)))) né fan International như né tà mặc dù không ai làm gì mấy má,"<s>: 0.014, ▁thật: 0.0389, ▁sự: 0.0379, ▁tụ: 0.0081, i: 0.0299, ▁Thái: 0.0079, ▁nó: 0.0304, ▁được: 0.0763, ▁đi: 0.0519, ▁event: 0.0034, ▁free: 0.0014, ▁ri: 0.0032, ết: 0.0009, ▁sơ: 0.001, ▁h: 0.0299, ở: 0.0042, ▁là: 0.0771, ▁đòi: 0.004, ▁quyền: 0.0083, ▁lợi: 0.0217, :: 0.0388, <unk>: 0.1612, ▁né: 0.0001, ▁fan: 0.0041, ▁International: 14.7983, ▁như: 0.0692, ▁né: 0.0003, ▁: 0.2434, tà: 0.0003, ▁mặc: 0.0039, ▁dù: 0.0108, ▁không: 0.022, ▁ai: 0.0205, ▁làm: 0.0829, ▁gì: 0.0075, ▁mấy: 0.0016, ▁má: 0.0046, </s>: 0.0798",0.421,14.7983
3804,"Tui hơn ẻm cs mấy tháng th, nhg nhất quyết kêu bằng “ẻm” chứ ko bb j ht nka 🤣","Tui hơn em có mấy tháng thôi, nhưng nhất quyết kêu bằng “em” chứ không bạn bè gì hết nha 🤣","<s>: 0.0146, ▁Tu: 0.1741, i: 0.0634, ▁hơn: 0.0146, ▁em: 0.3339, ▁có: 0.1987, ▁mấy: 0.0106, ▁tháng: 0.011, ▁thôi: 0.0648, ,: 0.0831, ▁nhưng: 0.08, ▁nhất: 0.0097, ▁quyết: 0.0088, ▁kêu: 0.0039, ▁bằng: 0.0167, ▁“: 0.1274, em: 7.9541, ”: 0.0135, ▁chứ: 0.0238, ▁không: 0.0641, ▁bạn: 1.7118, ▁bè: 0.5013, ▁gì: 0.0503, ▁hết: 0.0054, ▁nha: 0.0379, ▁: 0.0826, <unk>: 0.0458, </s>: 0.0482",0.4198,7.9541
3526,chẳng bjk snay càng ngày càng lạm phát màk bme càng lớn tuổi lương chẳng tăng thì chật vật đến nhường nào:(,chẳng biết sau này càng ngày càng lạm phát mà bố mẹ càng lớn tuổi lương chẳng tăng thì chật vật đến nhường nào:(,"<s>: 0.0137, ▁chẳng: 0.031, ▁biết: 0.0069, ▁sau: 10.7103, ▁này: 1.2671, ▁càng: 0.0099, ▁ngày: 0.0202, ▁càng: 0.0101, ▁lạ: 0.0012, m: 0.0213, ▁phát: 0.0047, ▁mà: 0.1251, ▁bố: 0.1467, ▁mẹ: 0.0286, ▁càng: 0.0092, ▁lớn: 0.0154, ▁tuổi: 0.0192, ▁lương: 0.0182, ▁chẳng: 0.0242, ▁tăng: 0.0442, ▁thì: 0.1036, ▁ch: 0.0294, ật: 0.0064, ▁vật: 0.0186, ▁đến: 0.0419, ▁nh: 0.1078, ường: 0.0048, ▁nào: 0.0231, :: 0.0385, (: 0.008, </s>: 0.0818",0.4191,10.7103
3810,Cười điên sự tích bú liếm CT của chanh cám bdau từ cái dưa th này nèk 🤣 sự sỉ nhục của bố bỉm + sự bú liếm CT của cám chanh qua lời helen cs vẻ tự hào qá.,Cười điên sự tích bú liếm CT của chanh cám bắt đầu từ cái dưa thối này nè 🤣 sự sỉ nhục của bố bỉm + sự bú liếm CT của cám chanh qua lời Helen có vẻ tự hào quá.,"<s>: 0.0134, ▁C: 0.0726, ười: 0.0006, ▁điên: 0.0006, ▁sự: 0.0529, ▁tích: 0.0078, ▁bú: 0.0027, ▁l: 0.0415, iếm: 0.001, ▁CT: 0.0436, ▁của: 0.0707, ▁chan: 0.0036, h: 0.0236, ▁cá: 0.0186, m: 0.0109, ▁bắt: 0.4356, ▁đầu: 0.0041, ▁từ: 0.0316, ▁cái: 0.0211, ▁dư: 0.0024, a: 0.0318, ▁th: 4.6132, ối: 5.8081, ▁này: 0.0388, ▁nè: 0.0044, ▁: 0.1321, <unk>: 0.0352, ▁sự: 0.0219, ▁s: 0.4827, ỉ: 0.0077, ▁nh: 0.022, ục: 0.0061, ▁của: 0.116, ▁bố: 0.0092, ▁b: 0.185, ỉ: 0.0208, m: 0.0294, ▁+: 0.0378, ▁sự: 0.0158, ▁bú: 0.0011, ▁l: 0.0544, iếm: 0.0008, ▁CT: 0.015, ▁của: 0.0873, ▁cá: 0.0192, m: 0.018, ▁chan: 0.0001, h: 0.0507, ▁qua: 0.0317, ▁lời: 0.0116, ▁Helen: 9.8952, ▁có: 1.2299, ▁vẻ: 0.0003, ▁tự: 0.0086, ▁hào: 0.0033, ▁quá: 0.0187, .: 0.0922, </s>: 0.0492",0.4149,9.8952
2112,Khi anti Jisoo chửi cô là khọm u40 tôi kảm thấy bị sỉ nhục vì tôi xét về tuổi tác cả BP p gọi tôi bằng cj,Khi anti Jisoo chửi cô là khọm u40 tôi cảm thấy bị sỉ nhục vì tôi xét về tuổi tác cả Blackpink phải gọi tôi bằng chị,"<s>: 0.0149, ▁Khi: 0.0306, ▁anti: 0.0012, ▁Ji: 0.0021, soo: 0.0095, ▁ch: 0.0393, ử: 0.0201, i: 0.0249, ▁cô: 0.0231, ▁là: 0.067, ▁kh: 0.2877, ọ: 0.0115, m: 0.0682, ▁u: 0.1093, 40: 0.0255, ▁tôi: 0.0306, ▁cảm: 0.0568, ▁thấy: 0.0131, ▁bị: 0.0791, ▁s: 0.3775, ỉ: 0.0041, ▁nh: 0.0112, ục: 0.0035, ▁vì: 0.0468, ▁tôi: 0.0258, ▁xét: 0.0007, ▁về: 0.0215, ▁tuổi: 0.0071, ▁tác: 0.0041, ▁cả: 0.021, ▁Black: 12.1072, pin: 1.98, k: 0.2067, ▁phải: 0.1244, ▁gọi: 0.0067, ▁tôi: 0.0643, ▁bằng: 0.0147, ▁chị: 0.0861, </s>: 0.0926",0.4133,12.1072
8480,"Bb mih nhắn hay gọi đều bị chặn, mk chỉ nghĩ hắn gặp p vđề zề khó khăn, nên áp lực","Bạn bè mình nhắn hay gọi đều bị chặn, mình chỉ nghĩ hắn gặp phải vấn đề gì khó khăn, nên áp lực","<s>: 0.014, ▁Bạn: 0.3507, ▁bè: 9.1056, ▁mình: 0.009, ▁nhắn: 0.0152, ▁hay: 0.1078, ▁gọi: 0.0135, ▁đều: 0.0421, ▁bị: 0.0764, ▁chặn: 0.0015, ,: 0.1489, ▁mình: 0.0945, ▁chỉ: 0.0855, ▁nghĩ: 0.0449, ▁hắn: 0.0084, ▁gặp: 0.018, ▁phải: 0.2691, ▁vấn: 0.2719, ▁đề: 0.0744, ▁gì: 0.0112, ▁khó: 0.0185, ▁khăn: 0.0338, ,: 0.1575, ▁nên: 0.0347, ▁áp: 0.0077, ▁lực: 0.0117, </s>: 0.087",0.4116,9.1056
