sentence,list
"Ở miền tây, em không bao giờ tiễn người ta đi với một cái bụng trống không.","['Ở', 'miền', 'tây,', 'em', 'không', 'bao', 'giờ', 'tiễn', 'người', 'ta', 'đi', 'với', 'một', 'cái', 'bụng', 'trống', 'không.']"
"Này, con tưởng là chúng ta đi ăn.","['Này,', 'con', 'tưởng', 'là', 'chúng', 'ta', 'đi', 'ăn.']"
Gặp con ở sân bay 5 phút nữa.,"['Gặp', 'con', 'ở', 'sân', 'bay', '5', 'phút', 'nữa.']"
Vậy em có thể ngồi kế Elias.,"['Vậy', 'em', 'có', 'thể', 'ngồi', 'kế', 'Elias.']"
Chúng ta sẽ kết thúc điều này .,"['Chúng', 'ta', 'sẽ', 'kết', 'thúc', 'điều', 'này', '.']"
- Chỉ vì anh là người biết nghe lời.,"['-', 'Chỉ', 'vì', 'anh', 'là', 'người', 'biết', 'nghe', 'lời.']"
Không ngờ chúng ta có thể sống để gặp nhau..,"['Không', 'ngờ', 'chúng', 'ta', 'có', 'thể', 'sống', 'để', 'gặp', 'nhau..']"
Người ta đang cho anh cái gì vậy?,"['Người', 'ta', 'đang', 'cho', 'anh', 'cái', 'gì', 'vậy?']"
Đệ tử của tôi rất muốn đấu với đệ tử của ông không cần nể mặt sư phụ tôi đây,"['Đệ', 'tử', 'của', 'tôi', 'rất', 'muốn', 'đấu', 'với', 'đệ', 'tử', 'của', 'ông', 'không', 'cần', 'nể', 'mặt', 'sư', 'phụ', 'tôi', 'đây']"
Anh nên ngừng ngay mấy câu chuyện dọa ma đó và bớt mê tín chút đi.,"['Anh', 'nên', 'ngừng', 'ngay', 'mấy', 'câu', 'chuyện', 'dọa', 'ma', 'đó', 'và', 'bớt', 'mê', 'tín', 'chút', 'đi.']"
anh ấy không có ý đó đâu.,"['anh', 'ấy', 'không', 'có', 'ý', 'đó', 'đâu.']"
"Chúng buôn bán ma túy, kiểm soát các phố xá.","['Chúng', 'buôn', 'bán', 'ma', 'túy,', 'kiểm', 'soát', 'các', 'phố', 'xá.']"
Bảo đội hoả tiễn xuống ngựa đuổi theo.,"['Bảo', 'đội', 'hoả', 'tiễn', 'xuống', 'ngựa', 'đuổi', 'theo.']"
"Nếu có ai chạm vô dái tai của con, con bị mất tự chủ.","['Nếu', 'có', 'ai', 'chạm', 'vô', 'dái', 'tai', 'của', 'con,', 'con', 'bị', 'mất', 'tự', 'chủ.']"
"Nhớ kĩ đi, vì các cậu đang đạp lên vết xe đổ đấy.","['Nhớ', 'kĩ', 'đi,', 'vì', 'các', 'cậu', 'đang', 'đạp', 'lên', 'vết', 'xe', 'đổ', 'đấy.']"
Chuyện gì xảy ra với cái phi thuyền vậy?,"['Chuyện', 'gì', 'xảy', 'ra', 'với', 'cái', 'phi', 'thuyền', 'vậy?']"
Tôi sẽ quên đi 7 năm vừa qua.,"['Tôi', 'sẽ', 'quên', 'đi', '7', 'năm', 'vừa', 'qua.']"
Anh nói đã gắn thiết bị định vị vào những người mới có quá đáng?,"['Anh', 'nói', 'đã', 'gắn', 'thiết', 'bị', 'định', 'vị', 'vào', 'những', 'người', 'mới', 'có', 'quá', 'đáng?']"
Sao chúng ta không làm chuyện khác?,"['Sao', 'chúng', 'ta', 'không', 'làm', 'chuyện', 'khác?']"
"Tôi nghĩ, cô ấy mến anh đấy.","['Tôi', 'nghĩ,', 'cô', 'ấy', 'mến', 'anh', 'đấy.']"
Nếu quá sớm ta có không tỉnh dậy.,"['Nếu', 'quá', 'sớm', 'ta', 'có', 'không', 'tỉnh', 'dậy.']"
Vậy sao ta không gọi đây là số một?,"['Vậy', 'sao', 'ta', 'không', 'gọi', 'đây', 'là', 'số', 'một?']"
Anh có cô vợ và hai đứa con ở Singapore,"['Anh', 'có', 'cô', 'vợ', 'và', 'hai', 'đứa', 'con', 'ở', 'Singapore']"
Ông muốn giúp tôi làm bài tập về nhà à?,"['Ông', 'muốn', 'giúp', 'tôi', 'làm', 'bài', 'tập', 'về', 'nhà', 'à?']"
Hôm nay các con khỏi phải luyện,"['Hôm', 'nay', 'các', 'con', 'khỏi', 'phải', 'luyện']"
"Tôi sẽ nói với Church, rằng chúng ta từ bỏ.","['Tôi', 'sẽ', 'nói', 'với', 'Church,', 'rằng', 'chúng', 'ta', 'từ', 'bỏ.']"
- 2 cậu làm gì ở đây vậy?,"['-', '2', 'cậu', 'làm', 'gì', 'ở', 'đây', 'vậy?']"
"Không thể ngẩng cao đầu, hay nói năng gì","['Không', 'thể', 'ngẩng', 'cao', 'đầu,', 'hay', 'nói', 'năng', 'gì']"
Tôi quên mất ông còn mặt mũi sĩ diện,"['Tôi', 'quên', 'mất', 'ông', 'còn', 'mặt', 'mũi', 'sĩ', 'diện']"
"Tôi đã xem qua bài thuyết giảng, như cha yêu cầu.","['Tôi', 'đã', 'xem', 'qua', 'bài', 'thuyết', 'giảng,', 'như', 'cha', 'yêu', 'cầu.']"
- Nhưng tớ kém thể thao lắm.,"['-', 'Nhưng', 'tớ', 'kém', 'thể', 'thao', 'lắm.']"
Hoặc binh sĩ của ta sẽ rơi từ trên tường thành đó.,"['Hoặc', 'binh', 'sĩ', 'của', 'ta', 'sẽ', 'rơi', 'từ', 'trên', 'tường', 'thành', 'đó.']"
Chuyện này đã được xác thực bởi đồng minh của chúng ta và những cơ quan tình báo địa phương,"['Chuyện', 'này', 'đã', 'được', 'xác', 'thực', 'bởi', 'đồng', 'minh', 'của', 'chúng', 'ta', 'và', 'những', 'cơ', 'quan', 'tình', 'báo', 'địa', 'phương']"
"Vỏ bọc chìm, hạn chế liên lạc.","['Vỏ', 'bọc', 'chìm,', 'hạn', 'chế', 'liên', 'lạc.']"
Ông già Noel tiếp tục cuộc hành trình của mình.,"['Ông', 'già', 'Noel', 'tiếp', 'tục', 'cuộc', 'hành', 'trình', 'của', 'mình.']"
- Anh sẽ đi tạm biệt họ chứ?,"['-', 'Anh', 'sẽ', 'đi', 'tạm', 'biệt', 'họ', 'chứ?']"
Hăy nhớ rằng thế giới đã căm thù ta trước.,"['Hăy', 'nhớ', 'rằng', 'thế', 'giới', 'đã', 'căm', 'thù', 'ta', 'trước.']"
Lại diễn tập... chẳng để cho ngủ nữa...,"['Lại', 'diễn', 'tập...', 'chẳng', 'để', 'cho', 'ngủ', 'nữa...']"
"Được rồi, vậy là vũ trụ đưa bà ta đến với cánh cửa.","['Được', 'rồi,', 'vậy', 'là', 'vũ', 'trụ', 'đưa', 'bà', 'ta', 'đến', 'với', 'cánh', 'cửa.']"
Anh có tin một con người lại có thể bị căng thẳng tới vậy không?,"['Anh', 'có', 'tin', 'một', 'con', 'người', 'lại', 'có', 'thể', 'bị', 'căng', 'thẳng', 'tới', 'vậy', 'không?']"
Bất kỳ bản án nào được đưa ra chỉ nên giành cho cho tôi và một mình tôi.,"['Bất', 'kỳ', 'bản', 'án', 'nào', 'được', 'đưa', 'ra', 'chỉ', 'nên', 'giành', 'cho', 'cho', 'tôi', 'và', 'một', 'mình', 'tôi.']"
Bố hứa Ngài Gigglesworth sẽ lành lặn vào giờ đi ngủ chứ?,"['Bố', 'hứa', 'Ngài', 'Gigglesworth', 'sẽ', 'lành', 'lặn', 'vào', 'giờ', 'đi', 'ngủ', 'chứ?']"
"Nếu anh thấy ướt quần, em có thể bảo đó là do cơn mưa không?","['Nếu', 'anh', 'thấy', 'ướt', 'quần,', 'em', 'có', 'thể', 'bảo', 'đó', 'là', 'do', 'cơn', 'mưa', 'không?']"
Anh làm rối tung mọi thứ khi bày đặt biểu diễn với rào chắn mật mã đó!,"['Anh', 'làm', 'rối', 'tung', 'mọi', 'thứ', 'khi', 'bày', 'đặt', 'biểu', 'diễn', 'với', 'rào', 'chắn', 'mật', 'mã', 'đó!']"
Mộc Ngư sẽ ra ngoài với khách..,"['Mộc', 'Ngư', 'sẽ', 'ra', 'ngoài', 'với', 'khách..']"
Bố vừa chỉ vào cả con người con...,"['Bố', 'vừa', 'chỉ', 'vào', 'cả', 'con', 'người', 'con...']"
vị kim sơn trảo sư phụ đó năm ấy... ta từng dùng chổi lông gà đánh vào ổng,"['vị', 'kim', 'sơn', 'trảo', 'sư', 'phụ', 'đó', 'năm', 'ấy...', 'ta', 'từng', 'dùng', 'chổi', 'lông', 'gà', 'đánh', 'vào', 'ổng']"
"Anh là một trong những người thuộc phe người tốt, Matt.","['Anh', 'là', 'một', 'trong', 'những', 'người', 'thuộc', 'phe', 'người', 'tốt,', 'Matt.']"
Máu sẽ tràn trên đường phố Alamut vì điều này.,"['Máu', 'sẽ', 'tràn', 'trên', 'đường', 'phố', 'Alamut', 'vì', 'điều', 'này.']"
Ông ta nói rằng họ đã chạm trán với một thứ gì đó.,"['Ông', 'ta', 'nói', 'rằng', 'họ', 'đã', 'chạm', 'trán', 'với', 'một', 'thứ', 'gì', 'đó.']"
Anh đến đây để đưa cho em cái này.,"['Anh', 'đến', 'đây', 'để', 'đưa', 'cho', 'em', 'cái', 'này.']"
Nó có khiến chúng mày thấy có lý không?,"['Nó', 'có', 'khiến', 'chúng', 'mày', 'thấy', 'có', 'lý', 'không?']"
Có tội phạm đào tẩu của liên bang trên máy bay.,"['Có', 'tội', 'phạm', 'đào', 'tẩu', 'của', 'liên', 'bang', 'trên', 'máy', 'bay.']"
And reaching my threshold Staring at the truth 'til I'm blind,"['And', 'reaching', 'my', 'threshold', 'Staring', 'at', 'the', 'truth', ""'til"", ""I'm"", 'blind']"
Các đồ chơi khác họ không được may mắn như tôi,"['Các', 'đồ', 'chơi', 'khác', 'họ', 'không', 'được', 'may', 'mắn', 'như', 'tôi']"
tôi tưởng anh bỏ đi rồi chứ.,"['tôi', 'tưởng', 'anh', 'bỏ', 'đi', 'rồi', 'chứ.']"
Anh ấy có thể có ích đấy.,"['Anh', 'ấy', 'có', 'thể', 'có', 'ích', 'đấy.']"
Người Trung Quốc đốt nhang theo tập tục,"['Người', 'Trung', 'Quốc', 'đốt', 'nhang', 'theo', 'tập', 'tục']"
"Bạn nói chu kỳ hai lần, nhiều quyền lực hơn và nếu nó hoạt động.","['Bạn', 'nói', 'chu', 'kỳ', 'hai', 'lần,', 'nhiều', 'quyền', 'lực', 'hơn', 'và', 'nếu', 'nó', 'hoạt', 'động.']"
Có lẽ đây chính là nơi anh thuộc về.,"['Có', 'lẽ', 'đây', 'chính', 'là', 'nơi', 'anh', 'thuộc', 'về.']"
Cả đêm tôi không ngủ được tới 10 phút.,"['Cả', 'đêm', 'tôi', 'không', 'ngủ', 'được', 'tới', '10', 'phút.']"
"Những thứ ngài có tôi không cần, thưa đức vua.","['Những', 'thứ', 'ngài', 'có', 'tôi', 'không', 'cần,', 'thưa', 'đức', 'vua.']"
Sao tôi biết tôi là Prime Merlinian?,"['Sao', 'tôi', 'biết', 'tôi', 'là', 'Prime', 'Merlinian?']"
Tôi có thể hỏi không Giả thiết thôi,"['Tôi', 'có', 'thể', 'hỏi', 'không', 'Giả', 'thiết', 'thôi']"
37 nữ nghỉ để kết hôn và 22 ...,"['37', 'nữ', 'nghỉ', 'để', 'kết', 'hôn', 'và', '22', '...']"
Chiếc máy bay này chưa hề hạ cánh.,"['Chiếc', 'máy', 'bay', 'này', 'chưa', 'hề', 'hạ', 'cánh.']"
Ông sẽ chết trong cái bóng của 1 người vĩ đại.,"['Ông', 'sẽ', 'chết', 'trong', 'cái', 'bóng', 'của', '1', 'người', 'vĩ', 'đại.']"
"Mày là một đối thủ khó chịu đó, Pilgrim.","['Mày', 'là', 'một', 'đối', 'thủ', 'khó', 'chịu', 'đó,', 'Pilgrim.']"
Tôi nghĩ là không nên nói với anh.,"['Tôi', 'nghĩ', 'là', 'không', 'nên', 'nói', 'với', 'anh.']"
Cha cậu đã muốn giết cậu phải không?,"['Cha', 'cậu', 'đã', 'muốn', 'giết', 'cậu', 'phải', 'không?']"
Tôi ở đây vì con gái của tôi.,"['Tôi', 'ở', 'đây', 'vì', 'con', 'gái', 'của', 'tôi.']"
Cậu ta đã hoàn thành tất cả một cách bài bản.,"['Cậu', 'ta', 'đã', 'hoàn', 'thành', 'tất', 'cả', 'một', 'cách', 'bài', 'bản.']"
Hữu nhân hay bất nhân chỉ là lời nói,"['Hữu', 'nhân', 'hay', 'bất', 'nhân', 'chỉ', 'là', 'lời', 'nói']"
Chúng ta cần xem xét điều đó đấy.,"['Chúng', 'ta', 'cần', 'xem', 'xét', 'điều', 'đó', 'đấy.']"
"Bởi vì đó là bản năng con người, chúng ta sống sót, và...","['Bởi', 'vì', 'đó', 'là', 'bản', 'năng', 'con', 'người,', 'chúng', 'ta', 'sống', 'sót,', 'và...']"
Đó là điều không thể tránh khỏi.,"['Đó', 'là', 'điều', 'không', 'thể', 'tránh', 'khỏi.']"
"Ông Shantanu, chúng tôi có 32 mỏ kim cương ở Nam Phi.","['Ông', 'Shantanu,', 'chúng', 'tôi', 'có', '32', 'mỏ', 'kim', 'cương', 'ở', 'Nam', 'Phi.']"
phần còn lại chỉ là nói khoác.,"['phần', 'còn', 'lại', 'chỉ', 'là', 'nói', 'khoác.']"
"Coi nào, tớ là đồng sở hữu của hãng đồ gỗ Branchford đấy.","['Coi', 'nào,', 'tớ', 'là', 'đồng', 'sở', 'hữu', 'của', 'hãng', 'đồ', 'gỗ', 'Branchford', 'đấy.']"
Sự xuất hiện chung một kẻ thù.,"['Sự', 'xuất', 'hiện', 'chung', 'một', 'kẻ', 'thù.']"
Bọn chúng xé rách mái nhà ra rồi.,"['Bọn', 'chúng', 'xé', 'rách', 'mái', 'nhà', 'ra', 'rồi.']"
Nếu theo đúng lộ trình thì đôi tuần tra sẽ tới dòng sông trong đêm nay,"['Nếu', 'theo', 'đúng', 'lộ', 'trình', 'thì', 'đôi', 'tuần', 'tra', 'sẽ', 'tới', 'dòng', 'sông', 'trong', 'đêm', 'nay']"
"Cám ơn đã chăm sóc tôi, Mỹ Tuệ.","['Cám', 'ơn', 'đã', 'chăm', 'sóc', 'tôi,', 'Mỹ', 'Tuệ.']"
Và phần rắc rối nhất chính là,"['Và', 'phần', 'rắc', 'rối', 'nhất', 'chính', 'là']"
Thực tế là lúc nào nó cũng một mình.,"['Thực', 'tế', 'là', 'lúc', 'nào', 'nó', 'cũng', 'một', 'mình.']"
Thường thì chúng tôi giải quyết nhanh lắm.,"['Thường', 'thì', 'chúng', 'tôi', 'giải', 'quyết', 'nhanh', 'lắm.']"
"Một ngày nọ, tôi về nhà, và tất cả họ đều đã chuyển đi.","['Một', 'ngày', 'nọ,', 'tôi', 'về', 'nhà,', 'và', 'tất', 'cả', 'họ', 'đều', 'đã', 'chuyển', 'đi.']"
Tốt hơn là chúng ta không nên để bị nhìn thấy đi cùng nhau.,"['Tốt', 'hơn', 'là', 'chúng', 'ta', 'không', 'nên', 'để', 'bị', 'nhìn', 'thấy', 'đi', 'cùng', 'nhau.']"
- uhm - tôi vừa nói chuyện với hắn sáng nay.,"['-', 'uhm', '-', 'tôi', 'vừa', 'nói', 'chuyện', 'với', 'hắn', 'sáng', 'nay.']"
- Những kế hoạch không bao giờ hoàn thành.,"['-', 'Những', 'kế', 'hoạch', 'không', 'bao', 'giờ', 'hoàn', 'thành.']"
Đây là kem cannoli của Vergillio à?,"['Đây', 'là', 'kem', 'cannoli', 'của', 'Vergillio', 'à?']"
- Nó đã được các craziest -,"['-', 'Nó', 'đã', 'được', 'các', 'craziest', '-']"
Không phải ngày đoàn tụ đại gia đình đấy chứ?,"['Không', 'phải', 'ngày', 'đoàn', 'tụ', 'đại', 'gia', 'đình', 'đấy', 'chứ?']"
"Tên tôi là Tammy Smith, và tôi tin tưởng.","['Tên', 'tôi', 'là', 'Tammy', 'Smith,', 'và', 'tôi', 'tin', 'tưởng.']"
Cậu ta sẽ không bị đau tim.,"['Cậu', 'ta', 'sẽ', 'không', 'bị', 'đau', 'tim.']"
Mảnh giấy xin lỗi một vụ đâm xe bỏ chạy.,"['Mảnh', 'giấy', 'xin', 'lỗi', 'một', 'vụ', 'đâm', 'xe', 'bỏ', 'chạy.']"
"Vậy được, đưa con này cho nó.","['Vậy', 'được,', 'đưa', 'con', 'này', 'cho', 'nó.']"
Đây là chỗ của tôi Anh có thể làm trong yên tĩnh,"['Đây', 'là', 'chỗ', 'của', 'tôi', 'Anh', 'có', 'thể', 'làm', 'trong', 'yên', 'tĩnh']"
Nhưng đó lại là hắn ta bắt đầu để ý đến em.,"['Nhưng', 'đó', 'lại', 'là', 'hắn', 'ta', 'bắt', 'đầu', 'để', 'ý', 'đến', 'em.']"
Chúng ta không thể mang hắn ra ngoài mà lại để hắn bị trói và chảy máu thế kia.,"['Chúng', 'ta', 'không', 'thể', 'mang', 'hắn', 'ra', 'ngoài', 'mà', 'lại', 'để', 'hắn', 'bị', 'trói', 'và', 'chảy', 'máu', 'thế', 'kia.']"
Đó là thoả thuận giữa ta và mi.,"['Đó', 'là', 'thoả', 'thuận', 'giữa', 'ta', 'và', 'mi.']"
Sao anh làm những việc tồi tệ này chỉ để lấy những một đồng đô la?,"['Sao', 'anh', 'làm', 'những', 'việc', 'tồi', 'tệ', 'này', 'chỉ', 'để', 'lấy', 'những', 'một', 'đồng', 'đô', 'la?']"
Làm sao tôi có thể đính hôn với một người đàn ông đã có vợ?,"['Làm', 'sao', 'tôi', 'có', 'thể', 'đính', 'hôn', 'với', 'một', 'người', 'đàn', 'ông', 'đã', 'có', 'vợ?']"
Bảo vệ mới chỉ là bắt đầu.,"['Bảo', 'vệ', 'mới', 'chỉ', 'là', 'bắt', 'đầu.']"
"James Rhodes và ngài Tony Stark, và cũng được biết như là kho báu quốc gia","['James', 'Rhodes', 'và', 'ngài', 'Tony', 'Stark,', 'và', 'cũng', 'được', 'biết', 'như', 'là', 'kho', 'báu', 'quốc', 'gia']"
Anh ấy chiến đấu cho người chơi.,"['Anh', 'ấy', 'chiến', 'đấu', 'cho', 'người', 'chơi.']"
"Đó là một căn phòng lớn, hình tròn.","['Đó', 'là', 'một', 'căn', 'phòng', 'lớn,', 'hình', 'tròn.']"
- Nếu nó là con gái thì sao?,"['-', 'Nếu', 'nó', 'là', 'con', 'gái', 'thì', 'sao?']"
Còn sự kết hợp nào tệ hơn nữa?,"['Còn', 'sự', 'kết', 'hợp', 'nào', 'tệ', 'hơn', 'nữa?']"
"Không có lý do gì bắt buộc chị em sinh đôi cùng thuận tay trái, mặc dù họ giống nhau về mọi mặt khác.","['Không', 'có', 'lý', 'do', 'gì', 'bắt', 'buộc', 'chị', 'em', 'sinh', 'đôi', 'cùng', 'thuận', 'tay', 'trái,', 'mặc', 'dù', 'họ', 'giống', 'nhau', 'về', 'mọi', 'mặt', 'khác.']"
Hôm nay cô nhìn thấy Beth không?,"['Hôm', 'nay', 'cô', 'nhìn', 'thấy', 'Beth', 'không?']"
Quân đội của ta biết rõ hơn.,"['Quân', 'đội', 'của', 'ta', 'biết', 'rõ', 'hơn.']"
"không phải vậy chứ, leo lên đó","['không', 'phải', 'vậy', 'chứ,', 'leo', 'lên', 'đó']"
"Đúng, tôi đã mời cô ấy đi chơi, đúng vậy.","['Đúng,', 'tôi', 'đã', 'mời', 'cô', 'ấy', 'đi', 'chơi,', 'đúng', 'vậy.']"
Tôi muốn anh đến ở lại với Carol và tôi.,"['Tôi', 'muốn', 'anh', 'đến', 'ở', 'lại', 'với', 'Carol', 'và', 'tôi.']"
Người khác cũng có thể vào đây để trộm quần áo đúng không?,"['Người', 'khác', 'cũng', 'có', 'thể', 'vào', 'đây', 'để', 'trộm', 'quần', 'áo', 'đúng', 'không?']"
Mình tin bạn chỉ là đứa con nít.,"['Mình', 'tin', 'bạn', 'chỉ', 'là', 'đứa', 'con', 'nít.']"
Những tên bạn ngươi bên kia sông giờ đã chết hết rồi.,"['Những', 'tên', 'bạn', 'ngươi', 'bên', 'kia', 'sông', 'giờ', 'đã', 'chết', 'hết', 'rồi.']"
"Tao thấy mày rồi, mấy thằng Mỹ.","['Tao', 'thấy', 'mày', 'rồi,', 'mấy', 'thằng', 'Mỹ.']"
Bây giờ tôi sẽ vận chuyển bạn đến một thế giới thư giãn yên tĩnh,"['Bây', 'giờ', 'tôi', 'sẽ', 'vận', 'chuyển', 'bạn', 'đến', 'một', 'thế', 'giới', 'thư', 'giãn', 'yên', 'tĩnh']"
"Ô, và đừng quên mấy cái xác!","['Ô,', 'và', 'đừng', 'quên', 'mấy', 'cái', 'xác!']"
"- Khi chúng ta đến bờ biển, nó sẽ giúp chúng ta lên tàu.","['-', 'Khi', 'chúng', 'ta', 'đến', 'bờ', 'biển,', 'nó', 'sẽ', 'giúp', 'chúng', 'ta', 'lên', 'tàu.']"
Mày là thằng nói láo là một đứa khốn nạn.,"['Mày', 'là', 'thằng', 'nói', 'láo', 'là', 'một', 'đứa', 'khốn', 'nạn.']"
"Vậy là các người chọn thế, các người muốn hắn thắng?","['Vậy', 'là', 'các', 'người', 'chọn', 'thế,', 'các', 'người', 'muốn', 'hắn', 'thắng?']"
"Tất nhiên, nó sẽ làm thỏa mãn thói hợm danh của người La Mã khi nghĩ rằng ngài là quý tộc.","['Tất', 'nhiên,', 'nó', 'sẽ', 'làm', 'thỏa', 'mãn', 'thói', 'hợm', 'danh', 'của', 'người', 'La', 'Mã', 'khi', 'nghĩ', 'rằng', 'ngài', 'là', 'quý', 'tộc.']"
"OK, Rồng đã nhào lộn bên dưới cây cầu cuối cùng cũng tới lâu đài","['OK,', 'Rồng', 'đã', 'nhào', 'lộn', 'bên', 'dưới', 'cây', 'cầu', 'cuối', 'cùng', 'cũng', 'tới', 'lâu', 'đài']"
Tao không muốn mày đụng tới con tao.,"['Tao', 'không', 'muốn', 'mày', 'đụng', 'tới', 'con', 'tao.']"
Tôi phải nói với anh một chuyện,"['Tôi', 'phải', 'nói', 'với', 'anh', 'một', 'chuyện']"
"Thế nào, anh còn quên gì không?","['Thế', 'nào,', 'anh', 'còn', 'quên', 'gì', 'không?']"
Tớ không nghe thấy cậu nói gì.,"['Tớ', 'không', 'nghe', 'thấy', 'cậu', 'nói', 'gì.']"
"Bố tớ sẽ ném tớ xuống cầu thang ... vì dám dùng từ ""gelato"" đấy.","['Bố', 'tớ', 'sẽ', 'ném', 'tớ', 'xuống', 'cầu', 'thang', '...', 'vì', 'dám', 'dùng', 'từ', '""gelato""', 'đấy.']"
Con rồng này có điểm mù này.,"['Con', 'rồng', 'này', 'có', 'điểm', 'mù', 'này.']"
"Em không muốn như trước, ngày nào cũng phải lo lắng.","['Em', 'không', 'muốn', 'như', 'trước,', 'ngày', 'nào', 'cũng', 'phải', 'lo', 'lắng.']"
"ngân hàng bang California ""cảnh báo im lặng""","['ngân', 'hàng', 'bang', 'California', '""cảnh', 'báo', 'im', 'lặng""']"
"Tôi thừa nhận hắn nhỏ con, nhưng người chắc nịch và rất khỏe mạnh.","['Tôi', 'thừa', 'nhận', 'hắn', 'nhỏ', 'con,', 'nhưng', 'người', 'chắc', 'nịch', 'và', 'rất', 'khỏe', 'mạnh.']"
Cứ tiếp tục nghĩ đến những chuyện bay bò ấy đi.,"['Cứ', 'tiếp', 'tục', 'nghĩ', 'đến', 'những', 'chuyện', 'bay', 'bò', 'ấy', 'đi.']"
